  0,  4, 60887, 3822,  519343,  317226,  202116, 0.0811940,  33, 0.5583967,
  1,  9, 23052,   13,  122608,   13845,  108762, 0.0272574,  45, 4.4461724,
  2,  5,  9827, 1392,  529211,  130848,  398362, 0.1265488,  33, 0.5905690,
  3, 14,  4349,   14,   90503,   16282,   74220, 0.0233112,  45, 1.9013304,
  4, 13, 25343,  465,  283704,  109740,  173963, 0.0651949,  33, 1.8255339,
  5, 14, 63725, 2746,  471427,   43936,  427490, 0.0896152,  32, 1.5726954,
  6,  4, 16692,  275,  204600,   20900,  183699, 0.0749363,  43, 0.7725953,
  7,  4, 17611, 7148,  524841,   21444,  503396, 0.1438726,  32, 0.3607086,
  8,  6,  4797,  674,  417299,   97730,  319568, 0.1223153,  33, 0.9882954,
  9,  4,  4323,  216,  173991,   17496,  156494, 0.0634792,  33, 0.4857160,
 10,  9,  8914, 3754,  571804,   26278,  545525, 0.1466753,  32, 1.0715727,
 11, 20, 28008,   47,  124484,   25897,   98586, 0.0264035,  45, 4.8983183,
 12,  8,  7721,   17,  145311,   16915,  128395, 0.0411638,  45, 1.3239972,
 13,  7,  8239, 2825,  657304,  392675,  264628, 0.0855254,  33, 0.6924558,
 14, 15, 58777,  113,  159568,   36725,  122842, 0.0351170,  44, 3.7577493,
 15, 17, 29892,   31,  114789,   23374,   91414, 0.0239570,  45, 3.5807059,
 16, 13, 10453,  211,  216226,   64355,  151870, 0.0630058,  44, 2.2238197,
 17,  9,  7428, 5961,  650087,   89415,  560671, 0.1351439,  32, 0.9223501,
 18,  4, 27695,  591,  296491,   28959,  267531, 0.0964775,  33, 0.7339923,
 19, 19, 52006,   31,  102601,   23126,   79474, 0.0218761,  45, 4.1305853,
 20, 18,  8754,  973,  381376,  227682,  153693, 0.0544700,  33, 2.2799174,
 21,  8,  9327, 3484,  610882,   76648,  534233, 0.1359571,  32, 0.8533462,
 22,  5, 18520,  145,  272070,   58580,  213489, 0.0638601,  45, 1.8417001,
 23,  6,  5906,  162,  263806,   58806,  204999, 0.0762426,  45, 0.8843158,
 24, 13, 11754,   88,  160705,   33000,  127704, 0.0332486,  44, 2.8067985,
 25,  9, 56437,  108,  188140,   38664,  149475, 0.0492590,  44, 2.4090977,
 26, 15, 31152,   19,   94761,   19874,   74886, 0.0206743,  45, 3.6028764,
 27,  5, 21437, 4044,  639746,   12132,  627613, 0.1549450,  32, 0.5299274,
 28, 16,  6032,  368,  232152,   87216,  144935, 0.0698709,  33, 2.2599767,
 29, 16, 14852,   26,  108886,   23712,   85173, 0.0196455,  45, 3.9702672,
 30, 17, 16001, 3850,  502373,  111650,  390722, 0.0933275,  32, 2.2359996,
 31,  9, 19673, 1768,  428576,   21216,  407359, 0.1185036,  32, 0.9732580,
 32, 13,  6266,  536,  286409,  120600,  165808, 0.0464970,  33, 1.6498504,
 33, 14, 24354,   10,  100086,   53120,   46965, 0.0122091,   2, 3.5809759,
 34,  5, 20262,  871,  293135,  102778,  190356, 0.0729772,  33, 0.6400827,
 35,  4, 37391,   73,  137625,   32339,  105285, 0.0464970,  45, 2.1546744,
 36,  9,  4971, 5464,  609592,   60104,  549487, 0.1774850,  32, 0.9177864,
 37,  4,  8863,  685,  333327,   58910,  274416, 0.0990326,  33, 0.6600544,
 38,  5,  8509, 1422,  423394,  162108,  261285, 0.0896942,  33, 0.6217741,
 39, 13,  4582,  597,  299936,  140892,  159043, 0.0632307,  33, 1.5390448,
 40, 20,  4244, 6407,  494108,  185803,  308304, 0.0852235,  32, 2.5166601,
 41, 10,  4826,  789,  334788,  160956,  173831, 0.0583996,  33, 1.3378952,
 42, 18, 23398,   10,   79029,   17470,   61558, 0.0151208,  45, 3.6862790,
 43, 10, 27100,  232,  234017,   70992,  163024, 0.0726026,  44, 1.7441844,
