 13150,  20079,  25579,  30194,  34074,  37392,  40248,  42558,  44368,  45498,   0,  4, 60887, 3822,   95185,   49686,   45498, 0.0517850,  50, 1.6186022, 17715,
 20218,  35911,  49415,  61416,  72283,  82107,  90848,  98497, 104672, 108761,   1,  9, 23052,   13,  122608,   13845,  108762, 0.0272574,  45, 10.7578230,  3823,
 73232, 131035, 181098, 225749, 265845, 301598, 333285, 361192, 383904, 398362,   2,  5,  9827, 1392,  529211,  130848,  398362, 0.1265488,  33, 2.0738587,  2094,
 12986,  23666,  33227,  41748,  49296,  56036,  61980,  67131,  71394,  74220,   3, 14,  4349,   14,   90503,   16282,   74220, 0.0233112,  45, 2.0543483,  4015,
  8257,  14164,  19023,  23125,  26660,  29670,  32254,  34442,  36085,  37028,   4, 13, 25343,  465,   43074,    6045,   37028, 0.0148071,  50, 5.4818395, 19605,
  7817,  13486,  18174,  22073,  25285,  27984,  30233,  32069,  33465,  34340,   5, 14, 63725, 2746,   72786,   38444,   34341, 0.0145532,  50, 2.9424272, 20000,
 36037,  62434,  85216, 105682, 124140, 140584, 155009, 167154, 177122, 183699,   6,  4, 16692,  275,  204600,   20900,  183699, 0.0749363,  43, 3.1608258,  2079,
 98594, 172709, 235937, 291592, 341712, 386669, 425796, 459122, 485982, 503396,   7,  4, 17611, 7148,  524841,   21444,  503396, 0.1438726,  32, 0.8850667,  2003,
 62038, 108126, 147846, 183375, 215292, 243475, 268482, 290088, 307776, 319567,   8,  6,  4797,  674,  417299,   97730,  319568, 0.1223153,  33, 1.6062873,  2145,
 32771,  56342,  76033,  93145, 108226, 121630, 133334, 143396, 151397, 156494,   9,  4,  4323,  216,  173991,   17496,  156494, 0.0634792,  33, 1.1402996,  2081,
106258, 190067, 261270, 323166, 377380, 425158, 466552, 501255, 528732, 545525,  10,  9,  8914, 3754,  571804,   26278,  545525, 0.1466753,  32, 1.2256134,  2007,
  3799,   6643,   9012,  11026,  12783,  14295,  15573,  16644,  17478,  17993,  11, 20, 28008,   47,   18700,     705,   17994, 0.0070718,  50, 7.9134369, 20754,
 24257,  42835,  58822,  73020,  85873,  97399, 107626, 116590, 123845, 128394,  12,  8,  7721,   17,  145311,   16915,  128395, 0.0411638,  45, 2.1078580,  3696,
 50510,  89961, 123769, 153764, 180413, 204014, 224647, 242096, 256079, 264627,  13,  7,  8239, 2825,  657304,  392675,  264628, 0.0855254,  33, 1.1454847,  2139,
  4330,   7553,  10278,  12620,  14646,  16404,  17888,  19122,  20092,  20669,  14, 15, 58777,  113,   22027,    1356,   20670, 0.0064438,  50, 5.5747792, 20244,
  2917,   4911,   6560,   7950,   9146,  10182,  11063,  11767,  12298,  12611,  15, 17, 29892,   31,   13077,     465,   12611, 0.0117967,  50, 7.2879762, 21439,
 28773,  50209,  68710,  85493, 100810, 114573, 126833, 137545, 146246, 151870,  16, 13, 10453,  211,  216226,   64355,  151870, 0.0630058,  44, 3.6491648,  2312,
100564, 182300, 254099, 317822, 375191, 425873, 470611, 509998, 541591, 560670,  17,  9,  7428, 5961,  650087,   89415,  560671, 0.1351439,  32, 1.0941377,  2015,
 10011,  16351,  21379,  25665,  29292,  32387,  34973,  37094,  38691,  39656,  18,  4, 27695,  591,   49114,    9456,   39657, 0.0219226,  50, 3.7619500, 18535,
  2691,   4635,   6238,   7599,   8778,   9788,  10619,  11289,  11813,  12139,  19, 19, 52006,   31,   12450,     310,   12139, 0.0169514,  50, 11.2305146, 21522,
 31619,  54659,  74327,  91286, 106119, 119160, 130620, 140482, 148566, 153693,  20, 18,  8754,  973,  381376,  227682,  153693, 0.0544700,  33, 2.9948532,  2234,
