 10856,  19221,  26249,  32115,  37120,  41300,  44738,  47476,  49597,  50795, 137,  9, 19039, 4768,  112781,   61984,   50796, 0.0152644, 506, 2.9352341, 17335,
  9644,  16323,  21723,  26186,  30039,  33400,  36325,  38727,  40638,  41802, 138,  5, 18961,  249,   68696,   26892,   41803, 0.0156619, 505, 17.2751365, 18583,
  3047,   5295,   7205,   8865,  10311,  11576,  12657,  13530,  14189,  14593, 139, 20, 35737,   43,   17475,    2881,   14593, 0.0045374, 520, 8.0766711, 21703,
  8279,  14068,  18909,  23005,  26565,  29650,  32248,  34389,  36031,  37001, 140, 13, 20426,  501,   59548,   22545,   37002, 0.0191425, 506, 10.5330611, 18437,
 78151, 142508, 200443, 252734, 299428, 341305, 378069, 409845, 435468, 452282, 141,  6,  6393, 7396,  496660,   44376,  452283, 0.1098717,  32, 4.8094384,  2006,
  7045,  11801,  15711,  19038,  21812,  24193,  26219,  27910,  29199,  29964, 142,  9, 63884,  328,   57845,   27880,   29964, 0.0144698, 520, 6.5054069, 21215,
 10177,  17188,  22848,  27594,  31648,  35068,  37900,  40190,  41959,  43026, 143,  4, 30525,  562,   78995,   35968,   43026, 0.0157456, 520, 6.1610561, 20524,
  4453,   7616,  10243,  12483,  14404,  16075,  17496,  18683,  19622,  20189, 144, 18, 45097,   97,   31637,   11446,   20190, 0.0079010, 520, 7.9806548, 22041,
  7999,  13880,  18557,  22355,  25570,  28292,  30614,  32508,  33929,  34704, 145, 13, 39652, 2419,   68571,   33866,   34704, 0.0120326, 520, 3.3124976, 19858,
  6606,  11292,  15169,  18453,  21249,  23618,  25614,  27247,  28480,  29154, 146,  7, 29137,  713,   53397,   24242,   29154, 0.0178505, 520, 4.5207869, 20345,
  2954,   4810,   6338,   7659,   8805,   9781,  10603,  11277,  11785,  12073, 147,  8, 29528,   30,   15435,    3360,   12074, 0.0270784, 520, 7.0444787, 22994,
 53496,  95589, 132099, 164373, 193082, 218631, 241218, 260549, 276521, 286574, 148,  4, 12412, 1240,  356016,   69440,  286575, 0.0784868,  33, 22.5977573,  2056,
 25916,  45446,  62747,  78431,  92556, 105185, 116474, 126203, 134382, 139779, 149, 16,  5269,  391,  256689,  116909,  139779, 0.0880319,  34, 13.1431649,  2299,
