 13150,  20079,  25579,  30194,  34074,  37392,  40248,  42558,  44368,  45498,   0,  4, 60887, 3822,   95185,   49686,   45498, 0.0517850, 520, 1.5946447, 17715,
 11486,  14027,  15975,  17595,  18969,  20135,  21094,  21867,  22455,  22796,   1,  9, 23052,   13,   24085,    1287,   22797, 0.0944269, 506, 14.6104000, 19338,
 73232, 131035, 181098, 225749, 265845, 301598, 333285, 361192, 383904, 398362,   2,  5,  9827, 1392,  529211,  130848,  398362, 0.1265488,  33, 27.1090872,  2094,
 12986,  23666,  33227,  41748,  49296,  56036,  61980,  67131,  71394,  74220,   3, 14,  4349,   14,   90503,   16282,   74220, 0.0233112,  45, 14.0429209,  4015,
  7840,  13651,  18482,  22572,  26085,  29047,  31567,  33624,  35245,  36228,   4, 13, 25343,  465,   42274,    6045,   36228, 0.0121230, 520, 5.6345800, 19583,
  8074,  13897,  18546,  22446,  25695,  28450,  30734,  32574,  34020,  34870,   5, 14, 63725, 2746,   65077,   30206,   34870, 0.0119000, 520, 2.9724497, 20061,
  7659,  13241,  17913,  21950,  25418,  28386,  30962,  33122,  34780,  35778,   6,  4, 16692,  275,   39905,    4125,   35779, 0.0178751, 505, 9.0769771, 15274,
 15952,  26296,  34737,  41717,  47587,  52486,  56560,  59777,  62105,  63401,   7,  4, 17611, 7148,  149179,   85776,   63402, 0.0426127, 506, 1.6354603, 16550,
 62038, 108126, 147846, 183375, 215292, 243475, 268482, 290088, 307776, 319567,   8,  6,  4797,  674,  417299,   97730,  319568, 0.1223153,  33, 16.1157952,  2145,
 32771,  56342,  76033,  93145, 108226, 121630, 133334, 143396, 151397, 156494,   9,  4,  4323,  216,  173991,   17496,  156494, 0.0634792,  33, 10.9318722,  2081,
106258, 190067, 261270, 323166, 377380, 425158, 466552, 501255, 528732, 545525,  10,  9,  8914, 3754,  571804,   26278,  545525, 0.1466753,  32, 18.6665136,  2007,
  4184,   6903,   9186,  11143,  12837,  14303,  15552,  16594,  17396,  17871,  11, 20, 28008,   47,   18671,     799,   17871, 0.0332861, 520, 8.1254924, 20952,
 24257,  42835,  58822,  73020,  85873,  97399, 107626, 116590, 123845, 128394,  12,  8,  7721,   17,  145311,   16915,  128395, 0.0411638,  45, 25.4816222,  3696,
 50510,  89961, 123769, 153764, 180413, 204014, 224647, 242096, 256079, 264627,  13,  7,  8239, 2825,  657304,  392675,  264628, 0.0855254,  33, 18.6026628,  2139,
  4616,   7866,  10490,  12750,  14730,  16448,  17890,  19091,  20029,  20564,  14, 15, 58777,  113,   22148,    1582,   20565, 0.0072608, 520, 5.7794262, 20258,
  2953,   4894,   6513,   7863,   9020,  10011,  10851,  11534,  12046,  12355,  15, 17, 29892,   31,   12822,     465,   12356, 0.0115178, 520, 7.6260778, 21732,
 28773,  50209,  68710,  85493, 100810, 114573, 126833, 137545, 146246, 151870,  16, 13, 10453,  211,  216226,   64355,  151870, 0.0630058,  44, 36.5387211,  2312,
100564, 182300, 254099, 317822, 375191, 425873, 470611, 509998, 541591, 560670,  17,  9,  7428, 5961,  650087,   89415,  560671, 0.1351439,  32, 13.1916348,  2015,
 10724,  17209,  22327,  26542,  30111,  33187,  35773,  37840,  39368,  40232,  18,  4, 27695,  591,   49099,    8865,   40233, 0.0236076, 520, 3.6761059, 18571,
  2644,   4480,   6055,   7419,   8597,   9610,  10458,  11159,  11711,  12044,  19, 19, 52006,   31,   12480,     434,   12045, 0.0093586, 520, 11.4363001, 21519,
 31619,  54659,  74327,  91286, 106119, 119160, 130620, 140482, 148566, 153693,  20, 18,  8754,  973,  381376,  227682,  153693, 0.0544700,  33, 26.7499666,  2234,
 98069, 177574, 246154, 307365, 362142, 410388, 452046, 487009, 515769, 534232,  21,  8,  9327, 3484,  610882,   76648,  534233, 0.1359571,  32, 19.1337722,  2022,
  7801,  12785,  17014,  20567,  23637,  26366,  28655,  30534,  31997,  32797,  22,  5, 18520,  145,   38888,    6090,   32797, 0.0161100, 506, 10.7883026, 17359,
 42696,  72924,  98402, 120926, 140616, 158019, 173603, 187091, 198087, 204998,  23,  6,  5906,  162,  263806,   58806,  204999, 0.0762426,  45, 19.8521757,  2414,
 22810,  41289,  57443,  72024,  85064,  96797, 107130, 116050, 123298, 127703,  24, 13, 11754,   88,  160705,   33000,  127704, 0.0332486,  44, 36.3886901,  2455,
  4944,   8581,  11538,  14005,  16108,  17942,  19504,  20764,  21739,  22312,  25,  9, 56437,  108,   24150,    1836,   22313, 0.0110137, 520, 4.9511985, 19839,
  4313,   5808,   7024,   8040,   8882,   9577,  10162,  10636,  10992,  11205,  26, 15, 31152,   19,   12024,     817,   11206, 0.0411086, 520, 13.8314773, 23354,
 15368,  22799,  28354,  32674,  36134,  38989,  41315,  43105,  44442,  45285,  27,  5, 21437, 4044,   89770,   44484,   45285, 0.0395287, 520, 1.6784761, 19405,
 30178,  51407,  69369,  85275,  99481, 112001, 122877, 132201, 139849, 144934,  28, 16,  6032,  368,  232152,   87216,  144935, 0.0698709,  33, 20.7460122,  2237,
 12662,  20329,  26341,  31389,  35594,  39142,  42099,  44491,  46320,  47375,  29, 16, 14852,   26,   48130,     754,   47375, 0.0378018, 504, 19.1016534, 14503,
 13813,  24057,  32536,  39749,  45996,  51454,  56188,  60095,  63026,  64757,  30, 17, 16001, 3850,  110958,   46200,   64757, 0.0216232, 505, 5.4048682, 15562,
  8775,  15294,  20888,  25624,  29726,  33275,  36167,  38549,  40347,  41393,  31,  9, 19673, 1768,   64379,   22984,   41394, 0.0139245, 506, 4.4570677, 17143,
 31523,  55724,  76554,  95129, 111523, 126241, 139421, 150742, 159939, 165808,  32, 13,  6266,  536,  286409,  120600,  165808, 0.0464970,  33, 21.0975423,  2225,
  8917,  11105,  12919,  14482,  15837,  16993,  17967,  18760,  19361,  19726,  33, 14, 24354,   10,   20158,     430,   19727, 0.1077103, 506, 12.4268994, 19021,
  8832,  15450,  21027,  25795,  29925,  33467,  36447,  38897,  40790,  41881,  34,  5, 20262,  871,   53206,   11323,   41882, 0.0178808, 520, 3.1437282, 18717,
  7730,  11560,  14549,  16935,  18923,  20589,  21970,  23094,  23944,  24435,  35,  4, 37391,   73,   28013,    3577,   24435, 0.0368584, 520, 5.5723128, 18526,
113015, 199509, 271307, 333130, 387082, 433817, 473330, 506489, 533026, 549486,  36,  9,  4971, 5464,  609592,   60104,  549487, 0.1774850,  32, 9.4332393,  2011,
 55366,  96037, 130962, 161578, 188804, 212819, 233989, 252031, 266011, 274415,  37,  4,  8863,  685,  333327,   58910,  274416, 0.0990326,  33, 24.0244875,  2086,
Error: add_turn_3 called after max_t reached.
 49263,  86770, 119760, 149096, 175465, 199104, 220068, 237513, 252000, 261284,  38,  5,  8509, 1422,  423394,  162108,  261285, 0.0896942,  33, 20.2612558,  2114,
 32639,  56534,  76875,  94522, 110051, 123717, 135706, 145950, 154037, 159042,  39, 13,  4582,  597,  299936,  140892,  159043, 0.0632307,  33, 15.2034456,  2236,
 59582, 106310, 146798, 182817, 214081, 241421, 264982, 284724, 299715, 308303,  40, 20,  4244, 6407,  494108,  185803,  308304, 0.0852235,  32, 9.9720376,  2029,
 33769,  59286,  81079, 100211, 117340, 132723, 146385, 158173, 167974, 173830,  41, 10,  4826,  789,  334788,  160956,  173831, 0.0583996,  33, 15.2563111,  2204,
  7279,   9664,  11642,  13364,  14869,  16146,  17204,  18068,  18733,  19125,  42, 18, 23398,   10,   19426,     300,   19125, 0.1340870, 506, 10.5073447, 18830,
  6490,  11105,  14962,  18244,  21068,  23504,  25595,  27311,  28673,  29456,  43, 10, 27100,  232,   32705,    3248,   29456, 0.0100436, 520, 5.3578797, 19863,
  3824,   5849,   7491,   8871,  10054,  11075,  11960,  12679,  13223,  13538,  44, 11, 33224,   33,   14497,     957,   13539, 0.0557904, 520, 5.9053313, 21804,
