 65, 11,  5546, 2297, 2291232,  461697, 1829534, 0.3262107, 0.2233491,
 66, 16,  8813,   24,  204153,   67584,  136568, 0.0304410, 0.7460281,
 67, 12, 61574, 5404, 2619590,       0, 2619589, 0.3787692, 0.1872184,
 68,  4, 27990,  167,  603416,  314294,  289121, 0.0912518, 1.0035640,
 69,  7,  4932,  726, 1500085,  771738,  728346, 0.1903217, 0.4395113,
 70, 12, 11649,  110,  466059,  291390,  174668, 0.0485861, 1.3723958,
 71, 11, 18971,  115,  516212,  315790,  200421, 0.0675879, 1.4082287,
 72, 10,  6017, 1631, 1555863,  187565, 1368297, 0.2557951, 0.2127253,
 73, 17,  6102,  975, 1499234,  721500,  777733, 0.1968261, 0.4164817,
 74,  4, 53789, 2643, 3056032,  795543, 2260488, 0.4574966, 0.2742488,
 75, 18, 21810, 1697, 1781237,  492130, 1289106, 0.2548993, 0.2557674,
 76, 13, 10118,   10,  162634,   36520,  126113, 0.0316704, 1.0346927,
 77,  4,  9480, 1868, 2059924,  367996, 1691927, 0.3250803, 0.2161412,
 78, 13,  8178,   94,  435472,  282658,  152813, 0.0467457, 1.5042016,
 79,  7, 18619,   18,  208946,  108756,  100189, 0.0289258, 2.2796602,
 80, 18, 22724,  170,  528279,  338300,  189978, 0.0547291, 0.8286810,
 81,  7, 43379,   93,  518187,  295275,  222911, 0.0566882, 1.6059939,
 82, 15, 25351,  100,  420407,  275200,  145206, 0.0419913, 2.2406604,
 83,  9, 17875,   26,  201381,  126958,   74422, 0.0276590, 2.2773530,
 84, 12, 19928,  160,  582711,  337920,  244790, 0.0681657, 0.9430451,
 85,  8, 43014,  140,  635620,  363300,  272319, 0.0650774, 1.1473681,
 86,  4,  5759, 3537, 1971772,       0, 1971771, 0.3236773, 0.1753511,
 87, 10, 43043, 1805, 1476447,   21660, 1454786, 0.2816371, 0.2172571,
 88, 12,  6525,  107,  563118,  200946,  362171, 0.0824533, 0.5288268,
 89, 16,  6450,   47,  333563,   87655,  245907, 0.0552185, 0.4931157,
 90,  7,  5048, 1286, 2095054,  833328, 1261725, 0.3149265, 0.4063695,
 91, 12, 21888,   94,  431098,  266208,  164889, 0.0525672, 2.1682328,
 92, 19, 29145,   26,  149864,  103714,   46149, 0.0121755, 1.7388206,
 93, 16, 12169, 1188, 1809918, 1010988,  798929, 0.2217102, 0.3431136,
 94,  4,  5549,   60, 1251221,  101880, 1149340, 0.1910278, 0.4766350,
 95, 10,  7463,   16,  427574,   29920,  397653, 0.0822011, 0.5218976,
 96, 14, 15629,   17,  130157,   84116,   46040, 0.0126789, 1.8819052,
 97, 11, 19439, 1846, 1853539,  119990, 1733548, 0.3197281, 0.2296721,
 98, 14, 42740, 2205, 2420505,  560070, 1860434, 0.3196621, 0.2463495,
 99, 13, 13822,  263,  785979,  424482,  361496, 0.1000282, 0.9839185,
100, 13, 59879,  649, 1266171,  673013,  593157, 0.1597910, 0.4493534,
101,  5, 12798,  154,  821982,  380534,  441447, 0.1155965, 1.3901317,
102, 12, 38204, 2022, 2512421,  954384, 1558036, 0.3166410, 0.3013034,
103, 11,  4631,   11,  696560,   10857,  685702, 0.1412489, 0.2689437,
104, 14, 16098,  375,  911373,  499125,  412247, 0.1192546, 0.6682351,
105,  6, 32414, 6991, 2611254,       0, 2611253, 0.3834734, 0.1559422,
106,  7, 13040,   28,  252372,  148932,  103439, 0.0341643, 2.3027530,
107, 11,  7935,   20,  275733,   54260,  221472, 0.0553880, 0.6772814,
108,  4,  5864, 2444, 2141944,  112424, 2029519, 0.3153899, 0.2027368,
109,  5,  5163,   17,  765205,   16303,  748901, 0.1294892, 0.2875350,
110, 17, 12924, 3889, 1321383,       0, 1321382, 0.2996209, 0.1454426,
111, 17, 14201,  104,  404777,  251368,  153408, 0.0399879, 1.4755644,
112,  9,  6318,   53,  560754,   95135,  465618, 0.1084402, 0.4411396,
113, 11, 17522,  201,  625445,  366825,  258619, 0.0807344, 0.9143845,
114, 10, 57626,  334,  904919,  531060,  373858, 0.1281944, 0.6651748,
115,  8, 11671,   13,  187757,   55042,  132714, 0.0344759, 1.2445390,
116, 13, 10869, 7539, 2405557,       0, 2405556, 0.3894381, 0.1368370,
117, 16,  4532,   36,  627374,   36000,  591373, 0.1167682, 0.2661886,
118, 10, 19518, 5277, 2012305,       0, 2012304, 0.3403547, 0.1460422,
119, 13, 51179,   34,  210222,  140930,   69291, 0.0204730, 2.3674564,
120, 10,  5927,   23,  469267,   43539,  425727, 0.0848358, 0.4689439,
121, 11, 13654, 2625, 1965833,       0, 1965832, 0.2902867, 0.1605164,
122, 16,  7624,  179,  544123,  330971,  213151, 0.0535936, 0.7713411,
123, 17,  8237, 5354, 2262461,       0, 2262460, 0.3761348, 0.1418184,
124,  4, 13926, 5533, 2390595,       0, 2390594, 0.4392907, 0.1413746,
125, 14, 16290,   40,  227590,  151480,   76109, 0.0233076, 1.6627740,
126, 16, 20013,  134,  462356,  292522,  169833, 0.0497547, 1.2790763,
127, 18, 23078,   48,  234478,  158928,   75549, 0.0237833, 1.3982515,
128, 13, 10877,   18,  147402,   78264,   69137, 0.0167311, 1.4337012,
129, 13, 10518,   35,  230641,  140630,   90010, 0.0245327, 1.4983248,
130, 17, 19743, 7829, 2563473,       0, 2563472, 0.3384440, 0.1612042,
131, 13, 16818,  194,  664644,  396730,  267913, 0.0666231, 0.9294952,
132, 18,  5844,  349,  759678,  435552,  324125, 0.0925791, 0.7639892,
133, 13,  6675,  293,  832981,  478762,  354218, 0.0831486, 0.6448531,
134, 16, 26546,  252,  705554,  392112,  313441, 0.0899003, 0.7154172,
135, 18, 63879,   33,  177359,  122199,   55159, 0.0174885, 1.5123735,
136, 17, 17681, 4344, 2514926,       0, 2514925, 0.3501315, 0.1457913,
137,  9, 19039, 4768, 2172463,       0, 2172462, 0.3416150, 0.1457352,
138,  5, 18961,  249, 1185276,  581664,  603611, 0.1495912, 1.1352946,
139, 20, 35737,   43,  209706,  146931,   62774, 0.0198186, 2.0373816,
140, 13, 20426,  501, 1129547,  533064,  596482, 0.1493444, 0.4196428,
141,  6,  6393, 7396, 1626721,       0, 1626720, 0.2721324, 0.1407481,
142,  9, 63884,  328,  996732,  548088,  448643, 0.1357866, 0.7150959,
143,  4, 30525,  562, 1674528,  682268,  992259, 0.2252227, 0.5256531,
144, 18, 45097,   97,  365776,  240754,  125021, 0.0327635, 1.4498628,
145, 13, 39652, 2419, 1760232,    2419, 1757812, 0.2782183, 0.2220889,
146,  7, 29137,  713, 1281758,  522629,  759128, 0.2084933, 0.3704689,
147,  8, 29528,   30,  267159,  166710,  100448, 0.0278250, 2.2486789,
148,  4, 12412, 1240, 1848916,  460040, 1388875, 0.2848357, 0.3277448,
149, 16,  5269,  391,  932048,  474674,  457373, 0.1197081, 0.6308686,
150,  9,  5873,  159,  844810,  293037,  551772, 0.1141663, 0.4788363,
151,  4, 30024,  140,  647835,  363020,  284814, 0.0986746, 1.3818086,
152, 19,  5901,   48,  293920,   89472,  204447, 0.0438075, 0.4728531,
153,  8,  8240,   94,  482851,  291682,  191168, 0.0557698, 1.4824211,
154,  5,  7787, 3295, 1718382,       0, 1718381, 0.3175971, 0.1487268,
155,  9, 45316,  582, 1277351,  626232,  651118, 0.1837792, 0.4649030,
156, 11, 10813,   16,  152326,   69056,   83269, 0.0190923, 1.3124165,
157, 10, 11427,   28,  212608,  126224,   86383, 0.0258597, 1.6983543,
158,  6,  6162,  362, 1093260,  547706,  545553, 0.1409953, 0.5626697,
159,  7,  8179,   17,  423072,   45237,  377834, 0.0823274, 0.6882555,
160, 12, 31827, 3651, 1776534,       0, 1776533, 0.2975524, 0.1519150,
161, 18,  4034,   14,  571461,   13804,  557656, 0.1058362, 0.2593347,
162, 20, 61226,  832, 1330511,  640640,  689870, 0.1755706, 0.4561737,
163,  7,  7070,  341, 1097635,  557876,  539758, 0.1507994, 0.7562957,
164, 13,  5662,   12,  569587,   11412,  558174, 0.1093234, 0.3126335,
165, 14, 24061,  627, 1212556,  643302,  569253, 0.1672342, 0.4741893,
166, 14,  7523,   34,  253696,   91868,  161827, 0.0434654, 0.7340732,
167, 19, 28993, 3085, 2451458,       0, 2451457, 0.3250161, 0.1689674,
168,  9, 47296,   22,  219582,  134552,   85029, 0.0214111, 2.3535479,
169, 14,  8450,   74,  354951,  228438,  126512, 0.0361028, 1.6679634,
170,  7,  5320,   17, 1026319,   12835, 1013483, 0.1993527, 0.2872372,
171, 19, 46719,  147,  465050,  294441,  170608, 0.0475405, 2.0343297,
172, 10, 18813, 1488, 1800880,  568416, 1232463, 0.2758212, 0.3000032,
173, 15, 23551, 3322, 1604498,       0, 1604497, 0.3498521, 0.1654425,
174,  5, 58642,  272,  978134,  480352,  497781, 0.1266920, 0.8165678,
175,  4, 14660, 9318, 1091043,       0, 1091042, 0.2170430, 0.1627839,
176,  4, 19921,  915,  855604,   52155,  803448, 0.1415935, 0.2356944,
177, 17, 52450, 1238, 1041636,  154750,  886885, 0.1915601, 0.2482346,
178, 15, 19996, 5157, 1900363,       0, 1900362, 0.3689028, 0.1444624,
179, 18,  5683, 1408, 1656857,  471680, 1185176, 0.2562414, 0.2749825,
180, 13, 10662,   95,  433054,  273315,  159738, 0.0406503, 1.4781520,
181, 17, 25361, 2343, 1856183,   72633, 1783549, 0.3069919, 0.1990589,
182, 20, 26319, 1160, 1460952,  472120,  988831, 0.2145589, 0.2941647,
183, 13,  9197,   14,  200712,   38710,  162001, 0.0469723, 0.7683282,
184, 16, 29630,   56,  267781,  180376,   87404, 0.0236194, 2.2002005,
185, 14,  7171, 4248, 2281593,       0, 2281592, 0.3623763, 0.1490581,
186,  7, 59346, 7617, 3230995,       0, 3230994, 0.4703245, 0.1657302,
187,  5, 56826, 9879, 1885171,       0, 1885170, 0.3470545, 0.1635073,
188, 11,  6063, 2147, 2304717,  710657, 1594059, 0.3099531, 0.2597724,
189, 20, 39419,  241,  610910,  359090,  251819, 0.0706338, 0.9313935,
190, 12, 20865, 8903, 2479075,       0, 2479074, 0.3980860, 0.1466500,
191, 16,  6273,  163,  553415,  338388,  215026, 0.0547697, 1.1941955,
192, 17, 11530, 3419, 1542546,       0, 1542545, 0.3223462, 0.1488560,
193,  5, 17440,   57,  457429,  253422,  204006, 0.0616250, 2.2791346,
194,  6, 17393,  109,  609678,  340080,  269597, 0.0810330, 1.6199908,
195, 11, 60221, 1133, 1844503, 1037828,  806674, 0.2716460, 0.4809793,
196,  5, 16947, 9064, 2772098,       0, 2772097, 0.4322890, 0.1772850,
197,  9,  5313, 2987, 2410179,  164285, 2245893, 0.4193096, 0.2311191,
198, 12, 14047, 1982, 2007283,  408292, 1598990, 0.3244428, 0.2323094,
199, 11, 27405,  781, 1581008,  851290,  729717, 0.2111531, 0.4851038,
200, 17, 17196, 2624, 1780724,       0, 1780723, 0.3168665, 0.1484969,
201, 20,  4782,  194,  675280,  190702,  484577, 0.0987502, 0.3038617,
202, 11,  9203,   23,  211365,   80454,  130910, 0.0343026, 1.0568042,
203, 14, 37328, 1335, 1930263, 1014600,  915662, 0.2680891, 0.3136043,
204,  9, 30203,   24,  210462,  130728,   79733, 0.0208646, 2.4554578,
205, 16,  7619,   61,  304597,  160064,  144532, 0.0403825, 0.7562830,
206,  6,  5325, 5037, 3586520,       0, 3586519, 0.5417797, 0.1550613,
207, 15, 33014,  344,  870260,  519440,  350819, 0.1136673, 0.8321414,
208, 14, 36223, 4173, 1872499,       0, 1872498, 0.3398679, 0.1833066,
209,  6, 16710, 3213, 2009766,       0, 2009765, 0.3135096, 0.1881732,
210,  7,  4085, 1006, 1930739,  990910,  939828, 0.2737361, 0.4752999,
211,  6, 34471, 2678, 2471696,  281190, 2190505, 0.3955174, 0.2198834,
212,  7, 57917,  124,  618405,  339636,  278768, 0.0825410, 1.4683274,
213, 12, 13197,   59,  313655,  202016,  111638, 0.0324450, 2.1608872,
214, 10, 11412,  164,  653580,  363424,  290155, 0.0867100, 1.3032520,
215, 19,  5569,  289,  711045,  414715,  296329, 0.0887995, 0.9265110,
216,  4, 50741, 1823, 2537052,  614351, 1922700, 0.3640588, 0.2867177,
217, 19, 23574, 1394, 1671362,  656574, 1014787, 0.2098788, 0.3263912,
218, 20, 23661, 2505, 2158146,   15030, 2143115, 0.3053638, 0.2171542,
219, 19,  7878, 7560, 1980608,       0, 1980607, 0.4155340, 0.1659096,
220, 18, 22039,  150,  482969,  311250,  171718, 0.0536225, 1.7383075,
221, 16, 30347,  122,  479319,  314882,  164436, 0.0475351, 1.3701577,
222,  5, 34997, 8988, 3156983,       0, 3156982, 0.4727542, 0.1664247,
223,  8, 29662,  116,  607977,  356352,  251624, 0.0891306, 1.9046653,
224, 20, 38401,  316,  753458,  447772,  305685, 0.0754269, 1.1483314,
225, 18, 12033, 6225, 2041655,       0, 2041654, 0.3106817, 0.1624262,
226,  6, 29966, 8669, 2567275,       0, 2567274, 0.5294798, 0.2054180,
227,  4,  9300,  216,  969986,  449280,  520705, 0.1259822, 1.1626281,
228, 17,  5444, 4220, 2514538,       0, 2514537, 0.3468539, 0.1793712,
229,  9, 10315,  178,  715944,  407620,  308323, 0.0990866, 1.3468662,
230, 14, 24608,   23,  157428,  106904,   50523, 0.0136766, 2.0691658,
231,  9, 24015, 2345, 1577772,   75040, 1502731, 0.3387988, 0.2475402,
232, 12,  8905,   39,  334793,  105339,  229453, 0.0556969, 0.8207273,
233, 20, 24819,  767, 1124519,  441792,  682726, 0.1510491, 0.5266292,
234, 17, 20201,  122,  434669,  269254,  165414, 0.0441529, 1.7344018,
235, 12, 62524,  910, 1384028,  566930,  817097, 0.1875956, 0.3316412,
236, 19, 24976,   56,  257636,  173432,   84203, 0.0247118, 1.9471983,
237, 13, 41721, 3100, 1754392,       0, 1754391, 0.3101800, 0.1795988,
238, 15, 10488,  608, 1158040,  544160,  613879, 0.1491216, 0.4938089,
239,  9, 17374,   22,  198066,  119438,   78627, 0.0217933, 2.2795833,
240, 13, 11531, 1335, 1948553, 1292280,  656272, 0.2357457, 0.3433122,
241, 15,  5401,  118,  645760,  113516,  532243, 0.1409101, 0.3436132,
242,  6, 16999, 8004, 3369615,       0, 3369614, 0.4804283, 0.1944295,
243, 13, 18981,   30,  197953,  131670,   66282, 0.0190495, 2.2884419,
244,  5,  6807,   97, 1151553,  169944,  981608, 0.1854088, 0.5513202,
245,  9, 18623,  196,  659952,  348292,  311659, 0.0777216, 0.8948735,
246,  8, 46081,  558, 1575521,  868248,  707272, 0.1825754, 0.7580915,
247, 11,  5890, 2929, 1957881,       0, 1957880, 0.3207069, 0.1558174,
248, 18, 16123,  890, 1372216,  843720,  528495, 0.1822052, 0.5287937,
249,  6,  5581,   20,  724869,   35580,  689288, 0.1327725, 0.4564272,
250, 11,  9855,  935, 1542837,  719015,  823821, 0.2080124, 0.4109132,
251,  8, 53742,  149,  654866,  355514,  299351, 0.0956391, 1.1784013,
252, 14,  9624,   30,  204243,  102150,  102092, 0.0257236, 1.2086812,
253, 20, 17463, 2003, 1810476,   74111, 1736364, 0.2591412, 0.2268869,
254, 20,  5616,   14,  441972,   13846,  428125, 0.1106468, 0.2965463,
255, 15, 58434,   27,  167359,  116181,   51177, 0.0147519, 2.3754983,
256, 20,  6829, 5957, 1643502,       0, 1643501, 0.2888413, 0.1537380,
257, 19,  5323, 5179, 2646364,       0, 2646363, 0.3357624, 0.1610698,
258,  8, 34380,  166,  722815,  414502,  308312, 0.0847013, 1.5043098,
259,  7, 48690,  146,  657084,  365146,  291937, 0.0841600, 1.4088641,
260,  8, 18900, 6201, 3066560,       0, 3066559, 0.4669644, 0.1733656,
261, 20, 11898,  108,  390534,  250560,  139973, 0.0483507, 2.2099181,
262, 15, 14353,   27,  164841,  107055,   57785, 0.0167935, 2.2382040,
263,  4,  6533, 4896, 2700431,       0, 2700430, 0.4627941, 0.1527344,
264, 19,  6987,  258,  706641,  452790,  253850, 0.0737951, 1.1017460,
265, 10, 12789,  345, 1053269,  619275,  433993, 0.1216558, 0.7220477,
266, 14, 59773,   94,  398487,  253330,  145156, 0.0515834, 1.8876191,
267,  7,  7339, 9196, 2444312,       0, 2444311, 0.3511417, 0.2011511,
268,  7,  8840,  203,  797600,  417774,  379825, 0.1071639, 0.9044256,
269, 14,  5683,  217,  684790,  366730,  318059, 0.0742632, 0.4971444,
270,  6, 15134, 4554, 2294542,       0, 2294541, 0.3894121, 0.1679382,
271, 12,  8747,  217,  766982,  470673,  296308, 0.0998978, 1.0607768,
272, 13,  7639,   17,  176752,   46733,  130018, 0.0286880, 0.8224638,
273, 16,  5097,   90,  738232,   90000,  648231, 0.1150559, 0.3377989,
274, 20, 26549, 8732, 2129505,       0, 2129504, 0.3741651, 0.1951297,
275, 11, 34191,   33,  240278,  156717,   83560, 0.0251644, 2.2666991,
276,  4, 12179, 8942, 2662303,       0, 2662302, 0.4471158, 0.1646432,
277,  4, 15937,   12,  265110,   74376,  190733, 0.0440377, 2.2993599,
278,  8, 16115, 1402, 2390509, 1281428, 1109080, 0.3066282, 0.5127528,
279, 19, 28777, 3668, 2941911,    3668, 2938242, 0.3872528, 0.2221047,
280,  8,  9008,   17,  226805,   58463,  168341, 0.0433893, 1.0767654,
281, 15, 56432,  449, 1017522,  596721,  420800, 0.1126595, 0.5747190,
282, 13, 61258, 5467, 1374018,       0, 1374017, 0.2744156, 0.1983988,
283,  8,  4756,  628, 1260943,  462836,  798106, 0.1705836, 0.3769802,
284,  7, 20874, 3190, 2506361,       0, 2506360, 0.3562038, 0.1517497,
285, 19, 15077, 3777, 1865604,       0, 1865603, 0.2963853, 0.1575330,
286, 13, 38821,   88,  391264,  249480,  141783, 0.0382925, 1.5236681,
287, 15, 28155, 1218, 1888905, 1125432,  763472, 0.2419094, 0.4674583,
288,  9, 22883,  934, 1406133,  554796,  851336, 0.2183627, 0.3641707,
289, 20,  4003,   31,  518779,   30752,  488026, 0.0902457, 0.3021281,
290, 11, 14361, 8434, 3082221,       0, 3082220, 0.4375757, 0.1957561,
291,  5, 28920,   13,  250724,   83733,  166990, 0.0419275, 2.3413693,
292,  6,  9248,   46,  417475,  147936,  269538, 0.0597894, 1.0244892,
293, 16, 54687,   10,   91717,   53110,   38606, 0.0110568, 2.2265494,
294, 11, 46369, 2368, 2489297,  113664, 2375632, 0.3657275, 0.2428633,
295, 16,  9608,  125,  470305,  308875,  161429, 0.0536867, 1.3223985,
296, 18,  4630, 1112, 1547785,  567120,  980664, 0.2152227, 0.3928579,
297,  4, 10503,  169,  687967,  294229,  393737, 0.1020135, 0.8962878,
298, 19,  6714,  133,  460875,  291802,  169072, 0.0478849, 1.9737501,
299, 13, 14234,  294,  817468,  454818,  362649, 0.0947303, 0.7344665,
300, 18,  4179,  903, 1490140,  892164,  597975, 0.1801708, 0.4672720,
301, 19, 26624, 7720, 2828923,       0, 2828922, 0.3711300, 0.1773400,
302,  5,  5093, 9465, 2397788,       0, 2397787, 0.3602627, 0.1461177,
303, 11, 61535, 5160, 2247669,       0, 2247668, 0.3768794, 0.1717023,
304, 13,  8923,   14,  216089,   39046,  177042, 0.0499554, 0.7352412,
305, 18, 51744, 5056, 1519415,       0, 1519414, 0.2658048, 0.1891387,
306, 11, 37676,  552, 1304751,  626520,  678230, 0.1893770, 0.6132156,
307, 16,  7158, 9235, 1387724,       0, 1387723, 0.2935233, 0.1539355,
308,  4,  8413, 1300, 2377889,  854100, 1523788, 0.3367910, 0.4033066,
309,  6, 10077,   59,  453057,  221250,  231806, 0.0671333, 1.2842724,
310,  8, 10543,   15,  248483,   52500,  195982, 0.0519738, 1.0634470,
311, 12, 43430,  357,  994441,  559062,  435378, 0.1275973, 0.7093079,
312, 12,  9567, 1876, 2142294,  472752, 1669541, 0.3082083, 0.2594524,
313, 11, 14306,  478, 1083044,  553524,  529519, 0.1471526, 0.5944198,
314, 12,  4298,  261,  996972,  253692,  743279, 0.1949967, 0.3034330,
315,  6, 54399,   18,  257164,  115326,  141837, 0.0379499, 2.3811506,
316, 11,  5022, 2920, 2225692,    5840, 2219851, 0.3653310, 0.2284865,
317,  6, 24179,   80,  583256,  332320,  250935, 0.0697561, 2.2734491,
318, 12, 26303, 1910, 2538389, 1306440, 1231948, 0.3248912, 0.3250336,
319, 20,  4008,   58,  502263,   57594,  444668, 0.0955887, 0.2824626,
320, 17, 26172, 1695, 1751302,  469515, 1281786, 0.2485316, 0.2687690,
321, 12,  5506, 6244, 1445179,       0, 1445178, 0.2839998, 0.1451738,
322, 14,  6291, 1492, 1812063,  501312, 1310750, 0.2720074, 0.2755611,
323, 14, 17519,  205,  677456,  419020,  258435, 0.0697547, 1.5004170,
324, 15, 24097,  468, 1029996,  606060,  423935, 0.1422192, 0.7678690,
325,  7, 20666,   53,  363565,  215233,  148331, 0.0368260, 2.3808291,
326, 17, 12521, 1961, 2354642,  766751, 1587890, 0.2956978, 0.4117020,
327, 14,  4057, 5338, 2183587,       0, 2183586, 0.2984679, 0.2159821,
328, 12, 13204, 6498, 2599607,       0, 2599606, 0.3715823, 0.2320487,
329,  7, 12432,   69,  439055,  251643,  187411, 0.0474650, 2.2887850,
330,  4, 19672,  182, 1045608,  512694,  532913, 0.1342483, 1.9246080,
331,  5,  7847, 1769, 2811782, 1050786, 1760995, 0.3888222, 0.4899792,
332, 10, 21214,   28,  213666,  128464,   85201, 0.0206854, 2.3337718,
333,  4, 19691, 1251, 2292997,  656775, 1636221, 0.3477987, 0.5670287,
334,  8,  7525,  126,  610786,  331380,  279405, 0.0786390, 2.2579254,
335, 16, 17984,   32,  176059,  118720,   57338, 0.0161502, 2.2999223,
336, 17, 19886,   76,  321792,  204364,  117427, 0.0381844, 1.6988264,
337,  5, 11509,  952, 1664143,  718760,  945382, 0.2582592, 0.4084799,
338, 18, 56962,  417,  897616,  521667,  375948, 0.1130131, 0.6209575,
339,  4, 30468,   22,  330836,  126852,  203983, 0.0524981, 2.2703394,
340, 13,  6105,  109,  485053,  191622,  293430, 0.0812972, 0.4541100,
341,  6,  9182,   79,  518254,  276342,  241911, 0.0685793, 1.1226687,
342,  4,  5639,   37,  809078,   60606,  748471, 0.1441824, 0.4094781,
343,  7, 40389,   23,  235672,  133308,  102363, 0.0320225, 2.2534928,
344, 17, 13666,   76,  327486,  213180,  114305, 0.0309699, 1.2787420,
345,  7, 12917,   11,  201151,   55495,  145655, 0.0341815, 2.2406658,
346,  4, 11858,   38,  380521,  185706,  194814, 0.0456342, 2.2606851,
